source_file,source_path,workbook_title,mode,question_count,status,issue_summary,issue_examples
0819.xlsx,Assessment Questions/CDS/ADS-114/Introduction to Deep Learning/Convolutional Neural Network in Python/Convolutional Neural Network in Python.xlsx,Convolutional Neural Network in Python,structured,20,proper,,
0820.xlsx,"Assessment Questions/CDS/ADS-114/Introduction to Deep Learning/Introduction to Artificial Neural Network, Architecture/Introduction to Artificial Neural Network, Architecture.xlsx","Introduction to Artificial Neural Network, Architecture",structured,20,proper,,
0821.xlsx,"Assessment Questions/CDS/ADS-114/Introduction to Deep Learning/Introduction to Convolutional Neural Network, Architecture/Introduction to Convolutional Neural Network, Architecture.xlsx","Introduction to Convolutional Neural Network, Architecture",structured,20,proper,,
0822.xlsx,Assessment Questions/CDS/ADS-114/ML MODEL DEPLOYMENT WITH FLASK/Flask application – ML Model deployment/Flask application – ML Model deployment.xlsx,Flask application – ML Model deployment,structured,20,proper,,
0823.xlsx,Assessment Questions/CDS/ADS-114/ML MODEL DEPLOYMENT WITH FLASK/Introduction to Flask/Introduction to Flask.xlsx,Introduction to Flask,structured,20,proper,,
0824.xlsx,Assessment Questions/CDS/ADS-114/ML MODEL DEPLOYMENT WITH FLASK/URL and App routing/URL and App routing.xlsx,URL and App routing,structured,20,proper,,
0825.xlsx,Assessment Questions/CDS/ADS-114/REGULAR EXPRESSIONS WITH PYTHON/Regex codes/Regex codes.xlsx,Regex codes,structured,20,proper,,
0826.xlsx,Assessment Questions/CDS/ADS-114/REGULAR EXPRESSIONS WITH PYTHON/Regex Introduction/Regex Introduction.xlsx,Regex Introduction,structured,20,proper,,
0827.xlsx,Assessment Questions/CDS/ADS-114/REGULAR EXPRESSIONS WITH PYTHON/Text extraction with Python Regex/Text extraction with Python Regex.xlsx,Text extraction with Python Regex,structured,20,proper,,
0828.xlsx,Assessment Questions/CDS/ADS-114/SENTIMENT ANALYSIS/Case study_ Sentiment Analysis on Movie Reviews/Case study_ Sentiment Analysis on Movie Reviews.xlsx,Case study_ Sentiment Analysis on Movie Reviews,structured,20,proper,,
0829.xlsx,Assessment Questions/CDS/ADS-114/SENTIMENT ANALYSIS/Introduction to Sentiment Analysis/Introduction to Sentiment Analysis.xlsx,Introduction to Sentiment Analysis,structured,20,proper,,
0830.xlsx,Assessment Questions/CDS/ADS-114/SENTIMENT ANALYSIS/NLTK Package/NLTK Package.xlsx,NLTK Package,structured,20,proper,,
0831.xlsx,Assessment Questions/CDS/ADS-114/TIME SERIES FORECASTING - ARIMA/ARIMA Model/ARIMA Model.xlsx,ARIMA Model,structured,20,proper,,
0832.xlsx,Assessment Questions/CDS/ADS-114/TIME SERIES FORECASTING - ARIMA/Autocorrelation and AIC/Autocorrelation and AIC.xlsx,Autocorrelation and AIC,structured,20,proper,,
0833.xlsx,Assessment Questions/CDS/ADS-114/TIME SERIES FORECASTING - ARIMA/Autoregressive Model (AR)/Autoregressive Model (AR).xlsx,Autoregressive Model (AR),structured,20,proper,,
0834.xlsx,Assessment Questions/CDS/ADS-114/TIME SERIES FORECASTING - ARIMA/Moving Average Model (MA)/Moving Average Model (MA).xlsx,Moving Average Model (MA),structured,20,proper,,
0835.xlsx,Assessment Questions/CDS/ADS-114/TIME SERIES FORECASTING - ARIMA/Stationarity of Time Series/Stationarity of Time Series.xlsx,Stationarity of Time Series,structured,20,proper,,
0836.xlsx,Assessment Questions/CDS/ADS-114/TIME SERIES FORECASTING - ARIMA/Time Series Analysis in Python/Time Series Analysis in Python.xlsx,Time Series Analysis in Python,structured,20,proper,,
0837.xlsx,"Assessment Questions/CDS/ADS-114/TIME SERIES FORECASTING - ARIMA/Trend, Seasonality, cyclical and random/Trend, Seasonality, cyclical and random.xlsx","Trend, Seasonality, cyclical and random",structured,20,proper,,
0838.xlsx,Assessment Questions/CDS/ADS-114/TIME SERIES FORECASTING - ARIMA/What is Time Series_/What is Time Series_.xlsx,What is Time Series_,structured,20,proper,,
0839.xlsx,Assessment Questions/CDS/-BDF-117/BIG DATA INTRODUCTION/Big Data Analytics Introduction/Big Data Analytics Introduction.xlsx,Big Data Analytics Introduction,structured,20,proper,,
0840.xlsx,Assessment Questions/CDS/-BDF-117/BIG DATA INTRODUCTION/Big Data Overview/Big Data Overview.xlsx,Big Data Overview,structured,20,proper,,
0841.xlsx,Assessment Questions/CDS/-BDF-117/BIG DATA INTRODUCTION/Components of Hadoop Ecosystem/Components of Hadoop Ecosystem.xlsx,Components of Hadoop Ecosystem,structured,20,proper,,
0842.xlsx,Assessment Questions/CDS/-BDF-117/BIG DATA INTRODUCTION/Five Vs of Big Data/Five Vs of Big Data.xlsx,Five Vs of Big Data,structured,20,proper,,
0843.xlsx,Assessment Questions/CDS/-BDF-117/BIG DATA INTRODUCTION/Introduction to Hadoop/Introduction to Hadoop.xlsx,Introduction to Hadoop,structured,20,proper,,
0844.xlsx,Assessment Questions/CDS/-BDF-117/BIG DATA INTRODUCTION/What is Big Data and Hadoop/What is Big Data and Hadoop.xlsx,What is Big Data and Hadoop,structured,20,proper,,
0845.xlsx,"Assessment Questions/CDS/-BDF-117/HDFS AND MAP REDUCE/Combiners, Shuffle, and Sort/Combiners, Shuffle, and Sort.xlsx","Combiners, Shuffle, and Sort",structured,20,proper,,
0846.xlsx,Assessment Questions/CDS/-BDF-117/HDFS AND MAP REDUCE/Distributed Processing with Map Reduce/Distributed Processing with Map Reduce.xlsx,Distributed Processing with Map Reduce,structured,20,proper,,
0847.xlsx,Assessment Questions/CDS/-BDF-117/HDFS AND MAP REDUCE/HDFS – Big Data Storage/HDFS – Big Data Storage.xlsx,HDFS – Big Data Storage,structured,20,proper,,
0848.xlsx,"Assessment Questions/CDS/-BDF-117/HDFS AND MAP REDUCE/Key Terms_ Output Format, Partitioners,/Key Terms_ Output Format, Partitioners,.xlsx","Key Terms_ Output Format, Partitioners,",structured,20,proper,,
0849.xlsx,Assessment Questions/CDS/-BDF-117/HDFS AND MAP REDUCE/Mapping and reducing stages concepts/Mapping and reducing stages concepts.xlsx,Mapping and reducing stages concepts,structured,20,proper,,
0850.xlsx,Assessment Questions/CDS/-BDF-117/PYSPARK FOUNDATION/Aggregating Data with Pair RDDs/Aggregating Data with Pair RDDs.xlsx,Aggregating Data with Pair RDDs,structured,20,proper,,
0851.xlsx,Assessment Questions/CDS/-BDF-117/PYSPARK FOUNDATION/PySpark Introduction/PySpark Introduction.xlsx,PySpark Introduction,structured,20,proper,,
0852.xlsx,Assessment Questions/CDS/-BDF-117/PYSPARK FOUNDATION/Resilient distributed datasets (RDD)/Resilient distributed datasets (RDD).xlsx,Resilient distributed datasets (RDD),structured,20,proper,,
0853.xlsx,Assessment Questions/CDS/-BDF-117/PYSPARK FOUNDATION/Working with RDDs in PySpark/Working with RDDs in PySpark.xlsx,Working with RDDs in PySpark,structured,20,proper,,
0854.xlsx,Assessment Questions/CDS/-BDF-117/SPARK SQL and HADOOP HIVE/Introducing Spark SQL/Introducing Spark SQL.xlsx,Introducing Spark SQL,structured,20,proper,,
0855.xlsx,Assessment Questions/CDS/-BDF-117/SPARK SQL and HADOOP HIVE/Spark SQL vs Hadoop Hive/Spark SQL vs Hadoop Hive.xlsx,Spark SQL vs Hadoop Hive,structured,20,proper,,
0856.xlsx,Assessment Questions/CDS/BIA - 119/Connecting to Various Data Sources_/Connecting to a CSV File/Connecting to a CSV File.xlsx,Connecting to a CSV File,structured,20,proper,,
0857.xlsx,Assessment Questions/CDS/BIA - 119/Connecting to Various Data Sources_/Connecting to a Webpage/_Connecting to a Webpage.xlsx,_Connecting to a Webpage,structured,20,proper,,
0858.xlsx,Assessment Questions/CDS/BIA - 119/Connecting to Various Data Sources_/Create Data Model/_Create Data Model.xlsx,_Create Data Model,structured,20,proper,,
0859.xlsx,Assessment Questions/CDS/BIA - 119/Connecting to Various Data Sources_/Creating Columns from Examples/_Creating Columns from Examples.xlsx,_Creating Columns from Examples,structured,20,proper,,
0860.xlsx,Assessment Questions/CDS/BIA - 119/Connecting to Various Data Sources_/Creating Conditional Columns/Creating Conditional Columns.xlsx,Creating Conditional Columns,structured,20,proper,,
0861.xlsx,Assessment Questions/CDS/BIA - 119/Connecting to Various Data Sources_/Extracting Characters/Extracting Characters.xlsx,Extracting Characters,structured,20,proper,,
0862.xlsx,Assessment Questions/CDS/BIA - 119/Connecting to Various Data Sources_/Splitting and Merging Columns/Splitting and Merging Columns.xlsx,Splitting and Merging Columns,structured,20,proper,,
0863.xlsx,Assessment Questions/CDS/BIA - 119/Data Transformation Techniques/Changing Data Types/Changing Data Types.xlsx,Changing Data Types,structured,20,proper,,
0864.xlsx,Assessment Questions/CDS/BIA - 119/Data Transformation Techniques/Connecting to Our Data Source/Connecting to Our Data Source.xlsx,Connecting to Our Data Source,structured,20,proper,,
0865.xlsx,Assessment Questions/CDS/BIA - 119/Data Transformation Techniques/Creating Our Initial Project File/Creating Our Initial Project File.xlsx,Creating Our Initial Project File,structured,20,proper,,
0866.xlsx,Assessment Questions/CDS/BIA - 119/Data Transformation Techniques/Data Cleansing and Manipulation_/Data Cleansing and Manipulation_.xlsx,Data Cleansing and Manipulation_,structured,20,proper,,
0867.xlsx,Assessment Questions/CDS/BIA - 119/Data Transformation Techniques/Editing Rows/Editing Rows.xlsx,Editing Rows,structured,20,proper,,
0868.xlsx,Assessment Questions/CDS/BIA - 119/Data Transformation Techniques/Exploring Query Editor/Exploring Query Editor.xlsx,Exploring Query Editor,structured,20,proper,,
0869.xlsx,Assessment Questions/CDS/BIA - 119/Data Transformation Techniques/Replacing Values/Replacing Values.xlsx,Replacing Values,structured,20,proper,,
0870.xlsx,Assessment Questions/CDS/BIA - 119/POWER-BI Basics/Basic Data Cleaning/Basic Data Cleaning.xlsx,Basic Data Cleaning,structured,20,proper,,
0871.xlsx,Assessment Questions/CDS/BIA - 119/POWER-BI Basics/Basic DAX FUNCTION/_Basic DAX FUNCTION.xlsx,_Basic DAX FUNCTION,structured,20,proper,,
0872.xlsx,Assessment Questions/CDS/BIA - 119/POWER-BI Basics/Basics Visualizations/_Basics Visualizations.xlsx,_Basics Visualizations,structured,20,proper,,
0873.xlsx,Assessment Questions/CDS/BIA - 119/POWER-BI Basics/Dashboard Creation/Dashboard Creation.xlsx,Dashboard Creation,structured,20,proper,,
0874.xlsx,Assessment Questions/CDS/BIA - 119/POWER-BI Basics/Power BI Introduction/Power BI Introduction .xlsx,Power BI Introduction ,structured,20,proper,,
0875.xlsx,"Assessment Questions/CDS/BIA - 119/Tableau Fundamentals/Area chart, Combination Charts, Map/Area chart, Combination Charts, Map.xlsx","Area chart, Combination Charts, Map",structured,20,proper,,
0876.xlsx,"Assessment Questions/CDS/BIA - 119/Tableau Fundamentals/Bar chart, Tree Map, Line Chart/Bar chart, Tree Map, Line Chart.xlsx","Bar chart, Tree Map, Line Chart",structured,20,proper,,
0877.xlsx,Assessment Questions/CDS/BIA - 119/Tableau Fundamentals/Create Calculated Fields/Create Calculated Fields.xlsx,Create Calculated Fields,structured,20,proper,,
0878.xlsx,Assessment Questions/CDS/BIA - 119/Tableau Fundamentals/Create Custom Hierarchies/Create Custom Hierarchies.xlsx,Create Custom Hierarchies,structured,20,proper,,
0879.xlsx,Assessment Questions/CDS/BIA - 119/Tableau Fundamentals/Create Table Calculations/Create Table Calculations.xlsx,Create Table Calculations,structured,20,proper,,
0880.xlsx,"Assessment Questions/CDS/BIA - 119/Tableau Fundamentals/Dashboards creation, Quick Filters/Dashboards creation, Quick Filters.xlsx","Dashboards creation, Quick Filters",structured,20,proper,,
0881.xlsx,"Assessment Questions/CDS/BIA - 119/Tableau Fundamentals/Interface Tour, Data visualization_ Pie chart, Column chart, Bar chart/Interface Tour, Data visualization_ Pie chart, Column chart, Bar chart.xlsx","Interface Tour, Data visualization_ Pie chart, Column chart, Bar chart",structured,20,proper,,
0882.xlsx,Assessment Questions/CDS/BIA - 119/Tableau Fundamentals/Introduction to Business Intelligence & Introduction to Tableau/Introduction to Business Intelligence & Introduction to Tableau.xlsx,Introduction to Business Intelligence & Introduction to Tableau,structured,20,proper,,
0883.xlsx,"Assessment Questions/CDS/DBM-120/Data Types and Constraints/Numeric, Character, date time data type/DataTypes_MySQL_Hybrid.xlsx",DataTypes_MySQL_Hybrid,structured,20,proper,,
0884.xlsx,"Assessment Questions/CDS/DBM-120/Data Types and Constraints/Primary key, Foreign key, Not null, Unique, Check, default, Auto increment/Keys_MySQL_Hybrid.xlsx",Keys_MySQL_Hybrid,structured,20,proper,,
0885.xlsx,"Assessment Questions/CDS/DBM-120/Data Types and Constraints/Primary,foreign,composite,candidate,super/Constraints_MySQL_Hybrid.xlsx",Constraints_MySQL_Hybrid,structured,20,proper,,
0886.xlsx,"Assessment Questions/CDS/DBM-120/Database and Tables(MySQL)/Create database, Delete database/Create_Delete_DB.xlsx",Create_Delete_DB,structured,20,proper,,
0887.xlsx,"Assessment Questions/CDS/DBM-120/Database and Tables(MySQL)/Delete Table, table records, Create new Table/Delete_Table_Records_NewTable.xlsx",Delete_Table_Records_NewTable,structured,20,proper,,
0888.xlsx,Assessment Questions/CDS/DBM-120/Database and Tables(MySQL)/Use Database_ Create and Rename table in Database/Use_Create_Rename_Table.xlsx,Use_Create_Rename_Table,structured,20,proper,,
0889.xlsx,Assessment Questions/CDS/DBM-120/Database Introduction/Overview and Key concepts of database management/Overview_DB_Proctoring.xlsx,Overview_DB_Proctoring,structured,20,proper,,
0890.xlsx,Assessment Questions/CDS/DBM-120/Database Introduction/Relational Database Management System_ CRUD Operations/RDBMS_CRUD_Proctoring.xlsx,RDBMS_CRUD_Proctoring,structured,20,proper,,
0891.xlsx,Assessment Questions/CDS/DBM-120/Document DB-NO-SQL DB/Document DB vs SQL DB/MongoDB_Basics_Final.xlsx,MongoDB_Basics_Final,structured,20,proper,,
0892.xlsx,"Assessment Questions/CDS/DBM-120/Document DB-NO-SQL DB/Introduction of Document DB,/NoSQL_Intro_Clean.xlsx",NoSQL_Intro_Clean,structured,20,proper,,
0893.xlsx,"Assessment Questions/CDS/DBM-120/Document DB-NO-SQL DB/MongoDB basics, Data format and Key methods-part/MongoDB_Basics_Final.xlsx",MongoDB_Basics_Final,structured,20,proper,,
0894.xlsx,Assessment Questions/CDS/DBM-120/Document DB-NO-SQL DB/MongoDB data management/MongoDB_Management_Final.xlsx,MongoDB_Management_Final,structured,20,proper,,
0895.xlsx,Assessment Questions/CDS/DBM-120/Document DB-NO-SQL DB/Popular Document DBs/MongoDB_Management_Final.xlsx,MongoDB_Management_Final,structured,20,proper,,
0896.xlsx,Assessment Questions/CDS/DBM-120/SQL Administrator/Backup and restore/Backup_Restore.xlsx,Backup_Restore,structured,20,proper,,
0897.xlsx,Assessment Questions/CDS/DBM-120/SQL Administrator/Introduction to SQL Administrator/SQL_Admin_Intro.xlsx,SQL_Admin_Intro,structured,20,proper,,
0898.xlsx,"Assessment Questions/CDS/DBM-120/SQL Administrator/Managing Logs,Roles,Users,Logins and Permissions/Logs_Roles_Permissions.xlsx",Logs_Roles_Permissions,structured,20,proper,,
0899.xlsx,"Assessment Questions/CDS/DBM-120/SQL Basics/Introduction to Databases, SQL, SQL Commands/SQL_Scenario_Advanced.xlsx",SQL_Scenario_Advanced,structured,20,not_proper,mcq_missing_split_options=6,mcq_missing_split_options: A company stores employee records in a database. Which SQL command should be used to retrieve all records from the Employees table? | mcq_missing_split_options: A manager wants to filter employees based on total salary after grouping them by department. Which SQL clause should be used for filtering aggregated results? | mcq_missing_split_options: You need to remove all records from a table but keep its structure intact for future use. Which SQL command is most appropriate? | mcq_missing_split_options: A developer wants to modify existing employee salary values in the database. Which SQL command should be used? | mcq_missing_split_options: A report needs to display employee salaries in descending order. Which SQL clause helps achieve this?
0900.xlsx,Assessment Questions/CDS/DBM-120/SQL Basics/MySQL Workbench Installation/Workbench_Scenario_Proper.xlsx,Workbench_Scenario_Proper,structured,20,proper,,
0901.xlsx,"Assessment Questions/CDS/DBM-120/SQL Commands and Clauses/Aliases, Where clause, Relational and logical operators/Aliases_Where.xlsx",Aliases_Where,structured,20,proper,,
0902.xlsx,"Assessment Questions/CDS/DBM-120/SQL Commands and Clauses/Between, Order by, In/Between_Order_In.xlsx",Between_Order_In,structured,20,proper,,
0903.xlsx,"Assessment Questions/CDS/DBM-120/SQL Commands and Clauses/Having, Sub queries/Having_Subqueries.xlsx",Having_Subqueries,structured,20,proper,,
0904.xlsx,"Assessment Questions/CDS/DBM-120/SQL Commands and Clauses/Like, Limit, null-not null, group by/Like_Limit_Group.xlsx",Like_Limit_Group,structured,20,proper,,
0905.xlsx,"Assessment Questions/CDS/DBM-120/SQL Commands and Clauses/Select, Select distinct/Select_Clauses.xlsx",Select_Clauses,structured,20,proper,,
0906.xlsx,"Assessment Questions/CDS/DBM-120/SQL Commands and Clauses/trigger, cursor, stored procedure/Procedures_Triggers.xlsx",Procedures_Triggers,structured,20,proper,,
0907.xlsx,Assessment Questions/CDS/DBM-120/SQL Joins/Cross join/Cross_Join_Advanced.xlsx,Cross_Join_Advanced,structured,20,proper,,
0908.xlsx,Assessment Questions/CDS/DBM-120/SQL Joins/Inner join/Inner_Join_Advanced.xlsx,Inner_Join_Advanced,structured,20,proper,,
0909.xlsx,Assessment Questions/CDS/DBM-120/SQL Joins/Left join/Left_Join_Advanced.xlsx,Left_Join_Advanced,structured,20,proper,,
0910.xlsx,Assessment Questions/CDS/DBM-120/SQL Joins/Outer join/Outer_Join_Advanced.xlsx,Outer_Join_Advanced,structured,20,proper,,
0911.xlsx,Assessment Questions/CDS/DBM-120/SQL Joins/Right join/Right_Join_Advanced.xlsx,Right_Join_Advanced,structured,20,proper,,
0912.xlsx,Assessment Questions/CDS/DBM-120/SQL Joins/Self join/Self_Join_Advanced.xlsx,Self_Join_Advanced,structured,20,proper,,
0913.xlsx,Assessment Questions/CDS/DSF-112/ANALYTICS CLASSIFICATION/Descriptive Analytics/Descriptive Analytics.xlsx,Descriptive Analytics,structured,20,proper,,
0914.xlsx,Assessment Questions/CDS/DSF-112/ANALYTICS CLASSIFICATION/Diagnostic Analytics/Diagnostic Analytics.xlsx,Diagnostic Analytics,structured,20,proper,,
0915.xlsx,Assessment Questions/CDS/DSF-112/ANALYTICS CLASSIFICATION/EDA and insight gathering demo in Tableau/EDA and insight gathering demo in Tableau.xlsx,EDA and insight gathering demo in Tableau,structured,20,proper,,
0916.xlsx,Assessment Questions/CDS/DSF-112/ANALYTICS CLASSIFICATION/Predictive Analytics/Predictive Analytics.xlsx,Predictive Analytics,structured,20,proper,,
0917.xlsx,Assessment Questions/CDS/DSF-112/ANALYTICS CLASSIFICATION/Prescriptive Analytics/Prescriptive Analytics.xlsx,Prescriptive Analytics,structured,20,proper,,
0918.xlsx,Assessment Questions/CDS/DSF-112/ANALYTICS CLASSIFICATION/Types of Analytics/Types of Analytics.xlsx,Types of Analytics,structured,20,proper,,
0919.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE AND RELATED FIELDS/Introduction to AI/Introduction to AI.xlsx,Introduction to AI,structured,20,proper,,
0920.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE AND RELATED FIELDS/Introduction to Computer Vision/Introduction to Computer Vision.xlsx,Introduction to Computer Vision,structured,20,proper,,
0921.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE AND RELATED FIELDS/Introduction to GAN/Introduction to GAN.xlsx,Introduction to GAN,structured,20,proper,,
0922.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE AND RELATED FIELDS/Introduction to Generative Passive Models/Introduction to Generative Passive Models.xlsx,Introduction to Generative Passive Models,structured,20,proper,,
0923.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE AND RELATED FIELDS/Introduction to Natural Language Processing/Introduction to Natural Language Processing (1).xlsx,Introduction to Natural Language Processing (1),structured,20,proper,,
0924.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE AND RELATED FIELDS/Introduction to Reinforcement Learning/Introduction to Reinforcement Learning.xlsx,Introduction to Reinforcement Learning,structured,20,proper,,
0925.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE DEMO/Business Requirement_ Use Case/Business Requirement_ Use Case (1).xlsx,Business Requirement_ Use Case (1),structured,20,proper,,
0926.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE DEMO/Data Preparation/Data Preparation.xlsx,Data Preparation,structured,20,proper,,
0927.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE DEMO/Delivering Business Value/Delivering Business Value (1).xlsx,Delivering Business Value (1),structured,20,proper,,
0928.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE DEMO/Machine learning Model building/Machine learning Model building.xlsx,Machine learning Model building,structured,20,proper,,
0929.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE DEMO/Prediction with ML model/Prediction with ML model.xlsx,Prediction with ML model,structured,20,proper,,
0930.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE ESSENTIALS/Big Data Vs Data Science/Big Data Vs Data Science.xlsx,Big Data Vs Data Science,structured,20,proper,,
0931.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE ESSENTIALS/Data Science Terminologies/Data Science Terminologies.xlsx,Data Science Terminologies,structured,20,proper,,
0932.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE ESSENTIALS/Data Science vs AI-Machine Learning/Data Science vs AI_Machine Learning.xlsx,Data Science vs AI_Machine Learning,structured,20,proper,,
0933.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE ESSENTIALS/Data Science vs Analytics/Data Science vs Analytics.xlsx,Data Science vs Analytics,structured,20,proper,,
0934.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE ESSENTIALS/Evolution of Data Science/Evolution of Data Science.xlsx,Evolution of Data Science,structured,20,proper,,
0935.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE ESSENTIALS/Introduction to Data Science/Introduction to Data Science.xlsx,Introduction to Data Science,structured,20,proper,,
0936.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE INDUSTRY APPLICATIONS/Data Science in Agriculture/Data Science in Agriculture.xlsx,Data Science in Agriculture,structured,20,proper,,
0937.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE INDUSTRY APPLICATIONS/Data Science in Finance and Banking/Data Science in Finance and Banking.xlsx,Data Science in Finance and Banking,structured,20,proper,,
0938.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE INDUSTRY APPLICATIONS/Data Science in Health Care/Data Science in Health Care.xlsx,Data Science in Health Care,structured,20,proper,,
0939.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE INDUSTRY APPLICATIONS/Data Science in Logistics and Supply Chain/Data Science in Logistics and Supply Chain.xlsx,Data Science in Logistics and Supply Chain,structured,20,proper,,
0940.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE INDUSTRY APPLICATIONS/Data Science in Manufacturing/Data Science in Manufacturing.xlsx,Data Science in Manufacturing,structured,20,proper,,
0941.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE INDUSTRY APPLICATIONS/Data Science in Retail/Data Science in Retail.xlsx,Data Science in Retail,structured,20,proper,,
0942.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE INDUSTRY APPLICATIONS/Data Science in Technology Industry/Data Science in Technology Industry.xlsx,Data Science in Technology Industry,structured,20,proper,,
0943.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE ROLES & WORKFLOW/Data Science Project stages/Data Science Project stages..xlsx,Data Science Project stages.,structured,20,proper,,
0944.xlsx,Assessment Questions/CDS/DSF-112/DATA SCIENCE ROLES & WORKFLOW/Data Science Project workflow/Data Science Project workflow.xlsx,Data Science Project workflow,structured,20,proper,,
0945.xlsx,"Assessment Questions/CDS/DSF-112/DATA SCIENCE ROLES & WORKFLOW/Roles_ Data Engineer, Data Scientist, ML Engineer and MLOps Engineer/Roles_ Data Engineer, Data Scientist, ML Engineer and MLOps Engineer.xlsx","Roles_ Data Engineer, Data Scientist, ML Engineer and MLOps Engineer",structured,20,proper,,
0946.xlsx,"Assessment Questions/CDS/DSF-112/MACHINE LEARNING INTRODUCTION/Clustering, Classification And Regression/Clustering, Classification And Regression.xlsx","Clustering, Classification And Regression",structured,20,proper,,
0947.xlsx,"Assessment Questions/CDS/DSF-112/MACHINE LEARNING INTRODUCTION/ML Workflow, Popular ML Algorithms/ML Workflow, Popular ML Algorithms.xlsx","ML Workflow, Popular ML Algorithms",structured,20,proper,,
0948.xlsx,Assessment Questions/CDS/DSF-112/MACHINE LEARNING INTRODUCTION/Supervised Vs Unsupervised/Supervised Vs Unsupervised (1).xlsx,Supervised Vs Unsupervised (1),structured,20,proper,,
0949.xlsx,Assessment Questions/CDS/DSF-112/MACHINE LEARNING INTRODUCTION/What Is ML_ ML Vs AI/What Is ML_ ML Vs AI (1).xlsx,What Is ML_ ML Vs AI (1),structured,20,proper,,
0950.xlsx,"Assessment Questions/CDS/GIT-115/COMMITS, PULL, FETCH AND PUSH/Code commits/Code commits.xlsx",Code commits,structured,20,proper,,
0951.xlsx,"Assessment Questions/CDS/GIT-115/COMMITS, PULL, FETCH AND PUSH/Pull, Fetch and conflicts resolution/Pull, Fetch and conflicts resolution.xlsx","Pull, Fetch and conflicts resolution",structured,20,proper,,
0952.xlsx,"Assessment Questions/CDS/GIT-115/COMMITS, PULL, FETCH AND PUSH/Pushing to Remote Repo/Pushing to Remote Repo.xlsx",Pushing to Remote Repo,structured,20,proper,,
0953.xlsx,Assessment Questions/CDS/GIT-115/GIT INTRODUCTION/Git Architecture/Git Architecture.xlsx,Git Architecture,structured,20,proper,,
0954.xlsx,Assessment Questions/CDS/GIT-115/GIT INTRODUCTION/Git Distribution Version Control/Git Distribution Version Control.xlsx,Git Distribution Version Control,structured,20,proper,,
0955.xlsx,Assessment Questions/CDS/GIT-115/GIT INTRODUCTION/Git Workflow/Git Workflow.xlsx,Git Workflow,structured,20,proper,,
0956.xlsx,Assessment Questions/CDS/GIT-115/GIT INTRODUCTION/Popular Version control tools/Popular Version control tools.xlsx,Popular Version control tools,structured,20,proper,,
0957.xlsx,Assessment Questions/CDS/GIT-115/GIT INTRODUCTION/Purpose of Version Control/Purpose of Version Control.xlsx,Purpose of Version Control,structured,20,proper,,
0958.xlsx,Assessment Questions/CDS/GIT-115/GIT INTRODUCTION/Terminologies/Terminologies.xlsx,Terminologies,structured,20,proper,,
0959.xlsx,Assessment Questions/CDS/GIT-115/GIT REPOSITORY and GitHub/Create New Repo with Init command/Create New Repo with Init command.xlsx,Create New Repo with Init command,structured,20,proper,,
0960.xlsx,Assessment Questions/CDS/GIT-115/GIT REPOSITORY and GitHub/Git Essentials_ Copy & User Setup/_Git Essentials_ Copy & User Setup.xlsx,_Git Essentials_ Copy & User Setup,structured,20,proper,,
0961.xlsx,Assessment Questions/CDS/GIT-115/GIT REPOSITORY and GitHub/Git Repo Introduction/Git Repo Introduction.xlsx,Git Repo Introduction,structured,20,proper,,
0962.xlsx,Assessment Questions/CDS/GIT-115/GIT REPOSITORY and GitHub/Mastering Git and GitHub/Mastering Git and GitHub.xlsx,Mastering Git and GitHub,structured,20,proper,,
0963.xlsx,Assessment Questions/CDS/GIT-115/GIT WITH GITHUB AND BITBUCKET/Collaborating with other developers/Collaborating with other developers.xlsx,Collaborating with other developers,structured,20,proper,,
0964.xlsx,Assessment Questions/CDS/GIT-115/GIT WITH GITHUB AND BITBUCKET/Creating GitHub Account/Creating GitHub Account.xlsx,Creating GitHub Account,structured,20,proper,,
